0.000000000000000000e+00 1.600000000000000000e+01 1.800000000000000000e+01 4.923000000000000000e+03 2.836436244462348544e+00 1.748949198464190999e+02
0.000000000000000000e+00 2.800000000000000000e+01 2.900000000000000000e+01 7.910000000000000000e+03 2.527174611568952844e+00 1.681385865131441619e+02
1.000000000000000000e+00 1.600000000000000000e+01 1.800000000000000000e+01 4.923000000000000000e+03 3.311086011595405942e+00 1.669193454093655760e+02
1.000000000000000000e+00 2.800000000000000000e+01 2.900000000000000000e+01 7.913000000000000000e+03 2.995765162372920010e+00 1.303080615913958695e+02
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.889000000000000000e+03 3.375872194974906648e+00 1.325086730252011762e+02
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.910000000000000000e+03 2.723181538955496084e+00 1.544342000127513472e+02
2.000000000000000000e+00 1.600000000000000000e+01 1.800000000000000000e+01 4.923000000000000000e+03 2.961996269316464758e+00 1.589930499855829567e+02
3.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.910000000000000000e+03 2.607544166143500153e+00 1.760325478677212345e+02
3.000000000000000000e+00 1.600000000000000000e+01 1.800000000000000000e+01 4.923000000000000000e+03 2.766336644296909952e+00 1.456326239076221327e+02
3.000000000000000000e+00 2.800000000000000000e+01 2.900000000000000000e+01 7.913000000000000000e+03 2.982937165395870949e+00 1.347824389482368588e+02
4.000000000000000000e+00 1.600000000000000000e+01 1.800000000000000000e+01 4.923000000000000000e+03 2.973702298296112989e+00 1.615060096478240439e+02
4.000000000000000000e+00 2.800000000000000000e+01 2.900000000000000000e+01 7.913000000000000000e+03 2.573245863676046685e+00 1.575967918846401687e+02
6.000000000000000000e+00 1.600000000000000000e+01 1.800000000000000000e+01 1.410000000000000000e+03 2.742226484877895221e+00 1.505920811508139252e+02
7.000000000000000000e+00 1.600000000000000000e+01 1.800000000000000000e+01 1.389000000000000000e+03 3.461629887624112278e+00 1.465341008920381967e+02
1.100000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 4.887000000000000000e+03 2.935745365569580656e+00 1.630724170585407649e+02
1.200000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 4.887000000000000000e+03 2.844239019380522926e+00 1.444882716557243896e+02
