0.000000000000000000e+00 1.700000000000000000e+01 1.800000000000000000e+01 7.620000000000000000e+02 3.235394236683935443e+00 1.587256280705770450e+02
0.000000000000000000e+00 2.500000000000000000e+01 2.600000000000000000e+01 7.779000000000000000e+03 2.809799892051652037e+00 1.304030128146391689e+02
0.000000000000000000e+00 2.700000000000000000e+01 2.800000000000000000e+01 7.779000000000000000e+03 2.585224563026097933e+00 1.455954984862561616e+02
1.000000000000000000e+00 1.700000000000000000e+01 1.800000000000000000e+01 7.620000000000000000e+02 3.170945815255556521e+00 1.395216215940909308e+02
2.000000000000000000e+00 2.700000000000000000e+01 2.800000000000000000e+01 7.779000000000000000e+03 2.617344202984003498e+00 1.742592051136224427e+02
3.000000000000000000e+00 1.700000000000000000e+01 1.800000000000000000e+01 7.260000000000000000e+02 2.826075428665020706e+00 1.638784688287722417e+02
3.000000000000000000e+00 2.700000000000000000e+01 2.800000000000000000e+01 7.779000000000000000e+03 2.565348398446389844e+00 1.605204182883071553e+02
4.000000000000000000e+00 2.500000000000000000e+01 2.600000000000000000e+01 7.779000000000000000e+03 2.843677148579290215e+00 1.520242366320647136e+02
4.000000000000000000e+00 2.700000000000000000e+01 2.800000000000000000e+01 7.779000000000000000e+03 2.530731824495203508e+00 1.767134655433352464e+02
5.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.779000000000000000e+03 2.862197488992005212e+00 1.779144960206875794e+02
5.000000000000000000e+00 1.700000000000000000e+01 1.800000000000000000e+01 2.070000000000000000e+02 3.475544458126457403e+00 1.442289654148754892e+02
5.000000000000000000e+00 2.500000000000000000e+01 2.600000000000000000e+01 7.620000000000000000e+02 2.829950071511758036e+00 1.724183643160092743e+02
6.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.778000000000000000e+03 2.605470899318476086e+00 1.703048448419845897e+02
6.000000000000000000e+00 1.700000000000000000e+01 1.800000000000000000e+01 7.260000000000000000e+02 3.042597053378448546e+00 1.663968649343018171e+02
7.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.778000000000000000e+03 2.817333286237369006e+00 1.737211124364473847e+02
7.000000000000000000e+00 1.700000000000000000e+01 1.800000000000000000e+01 7.260000000000000000e+02 2.926671078911641022e+00 1.686090856598656842e+02
8.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.778000000000000000e+03 2.731370491080008733e+00 1.605035372266683282e+02
8.000000000000000000e+00 1.700000000000000000e+01 1.800000000000000000e+01 7.260000000000000000e+02 2.662686118058441576e+00 1.594153556485719037e+02
9.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.778000000000000000e+03 2.604150811019823486e+00 1.693270179361269641e+02
9.000000000000000000e+00 1.700000000000000000e+01 1.800000000000000000e+01 7.260000000000000000e+02 2.808578058134486799e+00 1.613960684325498391e+02
1.000000000000000000e+01 2.500000000000000000e+01 2.600000000000000000e+01 3.100000000000000000e+03 2.858131252199317185e+00 1.466877719275809113e+02
1.100000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 7.782000000000000000e+03 2.528263164732584389e+00 1.710303800591434822e+02
1.100000000000000000e+01 2.500000000000000000e+01 2.600000000000000000e+01 3.100000000000000000e+03 2.819025203964394599e+00 1.401001352467308720e+02
1.200000000000000000e+01 2.700000000000000000e+01 2.800000000000000000e+01 7.782000000000000000e+03 2.661612403174126396e+00 1.682993764015873239e+02
1.300000000000000000e+01 2.700000000000000000e+01 2.800000000000000000e+01 4.918000000000000000e+03 2.645863607437262566e+00 1.529857477707219857e+02
1.400000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 5.829000000000000000e+03 2.554622545525257138e+00 1.752650094686962063e+02
1.400000000000000000e+01 1.700000000000000000e+01 1.800000000000000000e+01 3.099000000000000000e+03 3.372148712844217133e+00 1.582375338211475935e+02
1.400000000000000000e+01 2.500000000000000000e+01 2.600000000000000000e+01 4.918000000000000000e+03 2.696754327336546631e+00 1.565183936971908452e+02
1.400000000000000000e+01 2.700000000000000000e+01 2.800000000000000000e+01 4.918000000000000000e+03 2.508702962043554141e+00 1.604687858669984166e+02
1.500000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 5.829000000000000000e+03 2.650182520513435502e+00 1.523689188594538848e+02
1.500000000000000000e+01 2.500000000000000000e+01 2.600000000000000000e+01 4.918000000000000000e+03 2.570232623665941851e+00 1.726005578104900451e+02
1.500000000000000000e+01 2.700000000000000000e+01 2.800000000000000000e+01 4.918000000000000000e+03 2.583450196346398720e+00 1.658325327472269635e+02
1.600000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 5.829000000000000000e+03 2.620265567512166438e+00 1.747348135129016669e+02
1.600000000000000000e+01 1.700000000000000000e+01 1.800000000000000000e+01 3.099000000000000000e+03 2.996397774262101521e+00 1.677208000010671753e+02
1.600000000000000000e+01 2.500000000000000000e+01 2.600000000000000000e+01 4.918000000000000000e+03 2.818863850598589682e+00 1.361581805228591406e+02
1.600000000000000000e+01 2.700000000000000000e+01 2.800000000000000000e+01 4.918000000000000000e+03 2.586056197711531723e+00 1.524504473300110021e+02
