0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.646000000000000000e+03 2.732236228004125689e+00 1.473302866123999877e+02
0.000000000000000000e+00 1.700000000000000000e+01 1.800000000000000000e+01 7.268000000000000000e+03 3.108522109886748375e+00 1.359857168566545624e+02
0.000000000000000000e+00 4.700000000000000000e+01 4.800000000000000000e+01 3.652000000000000000e+03 2.646901504835620145e+00 1.549039791123118448e+02
0.000000000000000000e+00 5.500000000000000000e+01 5.600000000000000000e+01 3.648000000000000000e+03 2.577382803620122953e+00 1.759906008608292609e+02
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.646000000000000000e+03 2.470161837940203498e+00 1.689488471733583026e+02
1.000000000000000000e+00 1.700000000000000000e+01 1.800000000000000000e+01 7.288000000000000000e+03 2.875653503716816495e+00 1.555431315706799182e+02
1.000000000000000000e+00 4.700000000000000000e+01 4.800000000000000000e+01 3.652000000000000000e+03 3.087945840993583158e+00 1.516617844364632788e+02
1.000000000000000000e+00 5.500000000000000000e+01 5.600000000000000000e+01 3.648000000000000000e+03 2.711123991132301292e+00 1.459215249756887260e+02
1.000000000000000000e+00 5.700000000000000000e+01 5.800000000000000000e+01 5.208000000000000000e+03 3.026470805345967019e+00 1.705294124879598030e+02
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.646000000000000000e+03 2.641232595826245699e+00 1.621142844234903180e+02
2.000000000000000000e+00 1.700000000000000000e+01 1.800000000000000000e+01 7.288000000000000000e+03 3.082951709974923737e+00 1.516220804846347505e+02
2.000000000000000000e+00 4.700000000000000000e+01 4.800000000000000000e+01 3.652000000000000000e+03 2.882168774462996019e+00 1.599393743312922709e+02
2.000000000000000000e+00 5.500000000000000000e+01 5.600000000000000000e+01 5.208000000000000000e+03 2.667153629886415356e+00 1.667815636462484861e+02
2.000000000000000000e+00 5.700000000000000000e+01 5.800000000000000000e+01 5.186000000000000000e+03 3.494368242134602287e+00 1.424812259873071412e+02
2.000000000000000000e+00 5.700000000000000000e+01 5.800000000000000000e+01 5.209000000000000000e+03 2.848246078214338617e+00 1.554742729225582423e+02
3.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.646000000000000000e+03 2.685405811924326258e+00 1.635812805901328488e+02
3.000000000000000000e+00 4.700000000000000000e+01 4.800000000000000000e+01 3.652000000000000000e+03 3.145552066450381545e+00 1.499231739044767835e+02
3.000000000000000000e+00 5.500000000000000000e+01 5.600000000000000000e+01 5.208000000000000000e+03 2.542460173799707679e+00 1.704482799241080215e+02
3.000000000000000000e+00 5.700000000000000000e+01 5.800000000000000000e+01 5.208000000000000000e+03 2.446282654059111383e+00 1.636021792912508204e+02
4.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.646000000000000000e+03 2.698926963362950904e+00 1.719392294626331932e+02
4.000000000000000000e+00 1.700000000000000000e+01 1.800000000000000000e+01 7.288000000000000000e+03 2.892769193660968519e+00 1.604134482997655766e+02
4.000000000000000000e+00 4.700000000000000000e+01 4.800000000000000000e+01 3.652000000000000000e+03 2.910808204028042745e+00 1.486428846022992047e+02
5.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.646000000000000000e+03 2.665110048811596410e+00 1.672586833343968351e+02
5.000000000000000000e+00 1.700000000000000000e+01 1.800000000000000000e+01 7.288000000000000000e+03 2.942686141487379725e+00 1.681093577238542878e+02
5.000000000000000000e+00 2.500000000000000000e+01 2.600000000000000000e+01 7.292000000000000000e+03 3.065371798793395719e+00 1.682167111862962372e+02
5.000000000000000000e+00 4.700000000000000000e+01 4.800000000000000000e+01 3.652000000000000000e+03 2.925150819463981922e+00 1.440597239512230772e+02
5.000000000000000000e+00 5.500000000000000000e+01 5.600000000000000000e+01 3.649000000000000000e+03 2.551038109497327788e+00 1.688119766002701851e+02
6.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.646000000000000000e+03 2.758057616259131706e+00 1.699568431086687497e+02
6.000000000000000000e+00 1.700000000000000000e+01 1.800000000000000000e+01 7.288000000000000000e+03 2.688979456576500837e+00 1.722719057933105091e+02
