8.955484600000001016e-01 2.351663514387532900e-10
9.140173799999999904e-01 5.763907446250476327e-10
9.324863000000001012e-01 1.062888518907425375e-09
9.509552199999999900e-01 4.300266522951260367e-08
9.694241400000001008e-01 7.144050003532044870e-05
9.878930599999999895e-01 3.141240792816755306e-02
1.006361979999999878e+00 4.456347423270389241e-01
1.024830899999999989e+00 2.750939570825973846e+00
1.043299820000000100e+00 5.160593654804863206e+00
1.061768740000000211e+00 2.759609030500298932e+00
1.080237659999999877e+00 1.682669719252969154e+00
1.098706579999999988e+00 1.785823369294383456e+00
1.117175500000000099e+00 2.036854005801737255e+00
1.135644420000000210e+00 2.265151112610816586e+00
1.154113339999999877e+00 2.961137985901199698e+00
1.172582259999999987e+00 2.676718732217271413e+00
1.191051180000000098e+00 1.791467119781210870e+00
1.209520100000000209e+00 1.090146885527681686e+00
1.227989019999999876e+00 1.194079642684325870e+00
1.246457939999999986e+00 1.343386418009333783e+00
1.264926860000000097e+00 1.526639905468291314e+00
1.283395780000000208e+00 1.871571838467983584e+00
1.301864699999999875e+00 2.120453938040652631e+00
1.320333619999999986e+00 2.191400416059734901e+00
1.338802540000000096e+00 2.812412724294728772e+00
1.357271460000000207e+00 3.044944358075830859e+00
1.375740379999999874e+00 2.524816652305088116e+00
1.394209299999999985e+00 1.753673359150724309e+00
1.412678220000000096e+00 1.239407686120430174e+00
1.431147140000000206e+00 1.050681630085166463e+00
1.449616059999999873e+00 9.652069018196021144e-01
1.468084979999999984e+00 8.168703619016643991e-01
1.486553900000000095e+00 7.213345908037509524e-01
1.505022820000000205e+00 5.350594919594386933e-01
1.523491739999999872e+00 3.087098817976574594e-01
1.541960659999999983e+00 2.632768049636861063e-01
1.560429580000000094e+00 1.822246226548707715e-01
1.578898500000000205e+00 1.173626175270121308e-01
1.597367419999999871e+00 5.742062286843314933e-02
1.615836339999999982e+00 4.224120579105471174e-02
1.634305260000000093e+00 1.811136356874945910e-02
1.652774180000000204e+00 5.301990192038624067e-03
1.671243099999999870e+00 5.525035216365004254e-05
1.689712019999999981e+00 5.728032296647448746e-05
1.708180940000000092e+00 5.674227212969579150e-05
1.726649860000000203e+00 1.881224974476923984e-05
1.745118779999999870e+00 3.606080366249806757e-06
1.763587699999999980e+00 7.073008525255463642e-06
1.782056620000000091e+00 7.263294720703632487e-08
1.800525540000000202e+00 8.290151993078105252e-11
