8.955484600000001016e-01 4.704042015724932406e-10
9.140173799999999904e-01 1.152956731948682664e-09
9.324863000000001012e-01 2.040001248227559541e-09
9.509552199999999900e-01 6.369054978933000847e-08
9.694241400000001008e-01 1.206447009210622322e-06
9.878930599999999895e-01 1.228560812585241871e-02
1.006361979999999878e+00 1.112298089003126572e-01
1.024830899999999989e+00 3.235241742268279985e-01
1.043299820000000100e+00 9.754427380515506840e-02
1.061768740000000211e+00 2.740587556940908900e-02
1.080237659999999877e+00 1.579370767312435545e-02
1.098706579999999988e+00 4.166420489967905677e-02
1.117175500000000099e+00 2.242362040900507669e-01
1.135644420000000210e+00 1.023838106396909975e+00
1.154113339999999877e+00 2.540264737346127788e+00
1.172582259999999987e+00 2.509598588924547791e+00
1.191051180000000098e+00 1.604391978810141728e+00
1.209520100000000209e+00 9.704041148041484544e-01
1.227989019999999876e+00 1.145491342812814839e+00
1.246457939999999986e+00 1.343817081652728618e+00
1.264926860000000097e+00 2.085412461492628378e+00
1.283395780000000208e+00 2.756983609435057936e+00
1.301864699999999875e+00 3.270311090062798964e+00
1.320333619999999986e+00 3.864056930183758620e+00
1.338802540000000096e+00 5.488424905442555790e+00
1.357271460000000207e+00 6.066637070024826883e+00
1.375740379999999874e+00 5.031645392089923341e+00
1.394209299999999985e+00 3.501210823476688550e+00
1.412678220000000096e+00 2.458949551109106402e+00
1.431147140000000206e+00 2.028348923110863122e+00
1.449616059999999873e+00 1.788438787578849887e+00
1.468084979999999984e+00 1.406618079162065049e+00
1.486553900000000095e+00 1.061671686139266768e+00
1.505022820000000205e+00 7.179606394224653521e-01
1.523491739999999872e+00 3.319400450697966298e-01
1.541960659999999983e+00 1.803456743463279499e-01
1.560429580000000094e+00 7.703140525716038745e-02
1.578898500000000205e+00 3.460505278760184905e-02
1.597367419999999871e+00 3.415591705529197287e-04
1.615836339999999982e+00 1.940526974132856771e-03
1.634305260000000093e+00 1.230834817396648021e-04
1.652774180000000204e+00 1.403721209055792669e-04
1.671243099999999870e+00 1.047691097435596844e-04
1.689712019999999981e+00 1.115261435551977745e-04
1.708180940000000092e+00 1.135017958703598732e-04
1.726649860000000203e+00 3.763005739159996704e-05
1.745118779999999870e+00 7.213257105508023865e-06
1.763587699999999980e+00 1.414816748944953948e-05
1.782056620000000091e+00 1.452879773392299651e-07
1.800525540000000202e+00 1.658282447875695746e-10
