1.759476900000000121e+00 3.886661968920151339e-02
1.774410700000000007e+00 1.333335485934078024e+00
1.789344500000000115e+00 9.440411384847051224e+00
1.804278300000000002e+00 8.902449911667774884e+00
1.819212100000000110e+00 8.649633061623138275e+00
1.834145899999999996e+00 6.161380080392875769e+00
1.849079700000000104e+00 6.152375926318483401e+00
1.864013499999999990e+00 4.970994143195098580e+00
1.878947300000000098e+00 4.121386197258456896e+00
1.893881099999999984e+00 3.020337913068877889e+00
1.908814900000000092e+00 2.637437566562491842e+00
1.923748699999999978e+00 2.317225798118136559e+00
1.938682500000000086e+00 1.355959555627314961e+00
1.953616299999999972e+00 1.066995249472731722e+00
1.968550100000000080e+00 1.091353526414388098e+00
1.983483899999999966e+00 1.639478415218634577e+00
1.998417700000000075e+00 7.359718167084245977e-01
2.013351499999999739e+00 7.499546234549606671e-01
2.028285300000000291e+00 6.158500771383653705e-01
2.043219099999999955e+00 3.678663974418934224e-01
2.058152899999999619e+00 3.400354710099324218e-01
2.073086700000000171e+00 1.796652751173518359e-01
2.088020499999999835e+00 1.369575247647418781e-01
2.102954300000000387e+00 3.033552199864933963e-01
2.117888100000000051e+00 1.784605943052173238e-01
2.132821899999999715e+00 4.715601045532388097e-02
2.147755700000000267e+00 6.030956381720459919e-02
2.162689499999999931e+00 7.746606960738702807e-02
2.177623299999999595e+00 3.849722521414794540e-02
2.192557100000000148e+00 4.703900748619642413e-02
2.207490899999999812e+00 1.011512732857423741e-01
2.222424700000000364e+00 3.313018746619184052e-02
2.237358500000000028e+00 4.254324147285065694e-02
2.252292299999999692e+00 3.373341313339663864e-04
2.267226100000000244e+00 2.235445521520304773e-03
2.282159899999999908e+00 6.260047138069990691e-04
2.297093699999999572e+00 2.319800432832450337e-03
2.312027500000000124e+00 1.561985615393548295e-03
2.326961299999999788e+00 8.143908595802433969e-05
2.341895100000000340e+00 5.583790532236127346e-07
2.356828900000000004e+00 5.101782411596809222e-08
2.371762699999999668e+00 3.424106009395533515e-09
2.386696500000000221e+00 6.606190280722736333e-14
2.401630299999999885e+00 1.013190023508291514e-07
2.416564099999999549e+00 6.461977654920958394e-09
2.431497900000000101e+00 1.505877290400146449e-09
2.446431699999999765e+00 0.000000000000000000e+00
2.461365500000000317e+00 0.000000000000000000e+00
2.476299299999999981e+00 0.000000000000000000e+00
2.491233099999999645e+00 2.018531136737173356e-14
